experiment_condition	has_either	has_neither	conj_1_number	conj_1_person	conj_2_number	conj_2_person	nsubj	verb_form	verb_lemma	verb_number	main_predicate_lemma	main_predicate_arc	sentence	filename
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your puzzle or mountain	is	be	Sing	whatever	cop	Whatever your puzzle or mountain is – find a way to conquer it!	c4-train.00001-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	any third party individual or organization	misuses	misuse	Sing	misuse	advcl	If any third party individual or organization misuses Personal Information or Prospect Information, we will take action, up to and including termination of any agreement between ICV Digital Media, Inc. and that individual or organization.	c4-train.00001-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Any company or website that offers to ship you Marahlago products from another country into the U.S.	is	be	Sing	operate	aux	Any company or website that offers to ship you Marahlago products from another country into the U.S. is operating illegally and you will only receive a lower-quality, imitation product—if you receive anything at all!	c4-train.00001-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	natural sun - or moonlight -	illuminate	illuminate		illuminate	advcl	Further, each structure possesses as Pantheon-like opening in the roof, likely intended for natural sun- or moonlight - to illuminate the interior of the structures.	c4-train.00001-of-01024_parsed_xaa.conllu
PS	False	False	Plur	Not Pronoun	Sing	Not Pronoun	the state 's lawbooks or caselaw	describes	describe	Sing	describe	ccomp	The distinction will determine whether the state's lawbooks or caselaw describes the rights and limitations on your case.	c4-train.00001-of-01024_parsed_xaa.conllu
SS	False	False	Sing	3	Sing	3	he or she	lives	live	Sing	live	advcl:relcl	But we forget that what is more relevant for the user is how he or she lives the relation with that product or service.	c4-train.00001-of-01024_parsed_xaa.conllu
SS	False	False	Sing	3	Sing	3	he or she	is	be	Sing	product	cop	What is important is how the consumer feels when he or she is with our product.	c4-train.00001-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	so called cable cutting or cord cutting	is	be	Sing	accelerate	aux	This week, Wall Street punished cable companies in trading as news came out that so called cable cutting or cord cutting, is accelerating faster than anyone expected.	c4-train.00001-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	the signs or symptoms of autism	improve	improve	Plur	improve	root	With correct therapies adjusted to accommodate the autistic youngster as he/she grows up, the signs or symptoms of autism improve.	c4-train.00001-of-01024_parsed_xaa.conllu
UNK	False	False	Sing	Not Pronoun	UNK	Not Pronoun	the original wrapping paper drawing or any of its copies	Do	do	Sing	exist	aux	Do the original wrapping paper drawing or any of its copies still exist?	c4-train.00001-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	no squeaks or bumps	hindering	hinder		hinder	advcl	Here at First Glaze, we ensure our uPVC sliding sash windows operate smoothly and seamlessly, with no squeaks or bumps hindering their functionality.	c4-train.00001-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	NATO , or The North Atlantic Treaty Organization ,	is	be	Sing	alliance	cop	NATO, or The North Atlantic Treaty Organization, is an intergovernmental military alliance (thank you Wikipedia) where member states agree to a mutual defense in respond to an attack from an outside party.	c4-train.00001-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a collection internet site or web page offered for Sierra Leone particularly	be	be		be	xcomp	Phen375 seems to be popular in Sierra Leone, nevertheless there does not appear to be a collection internet site or web page offered for Sierra Leone particularly.	c4-train.00001-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Seasonal Affective Disorder , or SAD ,	affects	affect	Sing	affect	root	Seasonal Affective Disorder, or SAD, affects millions of people every year as the seasons begin to change, the days get colder, and the nights get longer.	c4-train.00001-of-01024_parsed_xaa.conllu
SS	False	False	Sing	3	Sing	3	he or she	afford	afford		afford	ccomp	The same person who claims he or she can’t afford insurance spends plenty of discretionary income on frivolous and unnecessary items, and rarely do any advisors call them on it.	c4-train.00001-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Their disenchantment or disagreement with the Church	emboldens	embolden	Sing	embolden	root	Their disenchantment or disagreement with the Church emboldens that protestation.	c4-train.00001-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Linux ( or more accurately , GNU / Linux )	is	be	Sing	system	cop	In a nutshell Linux (or more accurately, GNU/Linux) is an operating system, like Windows or Mac OS.	c4-train.00001-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	A distro , or a distribution ,	is	be	Sing	version	cop	A distro, or a distribution, is a version of the software with particular features in it.	c4-train.00001-of-01024_parsed_xaa.conllu
SS	False	False	Sing	3	Sing	3	he or she	has	have	Sing	have	ccomp	As for customization, the fact one can make huge customizations doesn’t mean he or she has to, but it’s great to have the choice.	c4-train.00001-of-01024_parsed_xaa.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	each Bitcoin ( or 100 million satoshis )	exists	exist	Sing	exist	root	Once created, each Bitcoin (or 100 million satoshis) exists as a cipher, that is part of the block that gave rise to it.	c4-train.00001-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	new students or young developers	have	have	Plur	have	csubj	And I think that it’s important that new students or young developers have some curated content to start with, maybe with also some tip&tricks that senior has learned during their journey.	c4-train.00001-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The Ithaca Downtown Development Authority , or DDA ,	is	be	Sing	organization	cop	The Ithaca Downtown Development Authority, or DDA, is an organization of the city of Ithaca charged with the development, revitalization, and promotion of the city’s downtown commercial core.	c4-train.00001-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	National experts and / or subject experts	take	take	Plur	take	root	National experts and/or subject experts regularly take part in the research.	c4-train.00001-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The researcher and / or the UT	has	have	Sing	have	root	The researcher and/or the UT has a third party liability insurance which is in accordance with legal conditions in the Netherlands (Article 7 WMO and the rules for Compulsory Insurance in Medical Research Involving Human Subjects 23 June 2003).	c4-train.00001-of-01024_parsed_xaa.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	All equipment or materials used	comply	comply	Plur	comply	root	All equipment or materials used comply with required EC guidelines.	c4-train.00001-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The subject ( or his / her legal representative if the subject is under 18 years of age ) ,	signs	sign	Sing	sign	parataxis	Informed consent and Information brochure: The subject (or his/her legal representative if the subject is under 18 years of age), after taking cognizance of the information brochure accompanying the research and prior to participation in the research, signs an informed consent form.	c4-train.00001-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Rules or instructions	help	help	Plur	help	root	Rules or instructions help learners understand what is expected of them and how to succeed.	c4-train.00001-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The F - POE or Fiber POE	is	be	Sing	transport	cop	The F-POE or Fiber POE is an optical data transport for outdoor POE devices.	c4-train.00001-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a friend or loved one	rolls	roll	Sing	roll	acl:relcl	So the next time a friend or loved one rolls their eyes when you chat up your pets, tell them you’re just more socially developed than they are – you wouldn’t expect them to understand!	c4-train.00001-of-01024_parsed_xaa.conllu
UNK	False	False	UNK	Not Personal Pronoun	UNK	Not Personal Pronoun	what or who	inspires	inspire	Sing	inspire	root	When in the concept and design phase of creating a new product, what or who inspires you guys?	c4-train.00001-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	bare bones that have no meat , or , also worse , carcass bones that have currently been cooked as well as removed of their meat ,	have	have	Plur	have	ccomp	See, bare bones that have no meat, or, also worse, carcass bones that have currently been cooked as well as removed of their meat, have practically zero flavor on their own.	c4-train.00001-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	A student 's previous Individualized Education Plan ( IEP ) or 504 plan ,	include	include		include	root	A student's previous Individualized Education Plan (IEP) or 504 plan, to include a prior diagnosis of disability and recommendations for specific accommodations.	c4-train.00001-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	CPR ( Cardio Pulmonary Resuscitation ) or BLS ( Basic Life Support )	covers	cover	Sing	cover	parataxis	cpr-harlem-foster - CPR Associates Chicago - CPR Associatesinc - CPR Associates, Inc. The CPR ( Cardio Pulmonary Resuscitation) or BLS ( Basic Life Support) course covers skills in recognition of the event, technique and step by step simulated rescue thru chest compression and breathing.	c4-train.00001-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	the goods or services	meet	meet	Plur	meet	ccomp	The seller is then offered a guarantee of payment provided that the goods or services meet the terms of the sale.	c4-train.00001-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	those transactions or activities	appear	appear	Plur	appear	ccomp	In particular, organisations shall increase the degree and nature of monitoring of the business relationship, in order to determine whether those transactions or activities appear suspicious.	c4-train.00001-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	our eyeliner or eyeshadow	starts	start	Sing	start	advcl	We all hate it when our eyeliner or eyeshadow starts to move down our under-eye area.	c4-train.00001-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	3 sets of 10 reps or 5 sets of 5 reps	are	be	Plur	routine	cop	3 sets of 10 reps or 5 sets of 5 reps are classic workout routines to use with dips.	c4-train.00001-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a ADQL or PostgreSQL	is	be	Sing	what	cop	What is a ADQL or PostgreSQL?	c4-train.00001-of-01024_parsed_xaa.conllu
SS	False	False	Sing	3	Sing	3	him or her	find	find		find	advcl	When a child is faced with the challenges that accompany an intellectual disability, Detroit Behavioral Institute – Capstone Academy can provide the holistic solution needed for him or her to find true healing.	c4-train.00001-of-01024_parsed_xaa.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	Navraatri ( or the Nine Nights )	is	be	Sing	festival	cop	Navraatri (or the Nine Nights) is the festival celebrating the nine forms of Devi or Goddess Durga.	c4-train.00001-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Our pulmonologists or chest specialists ,	deal	deal	Plur	deal	root	Our pulmonologists or chest specialists, deal specifically and in greater depth with varied respiratory ailments like bronchial asthma, bronchitis, sinusitis, pneumonias, tuberculosis, sarcoidosis, interstitial lung diseases, occupational lung diseases etc.	c4-train.00001-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	some other collaboration activities or initiatives you ’ve launched	are	be	Plur	what	cop	What are some other collaboration activities or initiatives you’ve launched?	c4-train.00001-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Frequent trips to the hospital or instances of wandering or incorrect administration of medical treatments	are	be	Plur	cause	cop	Frequent trips to the hospital or instances of wandering or incorrect administration of medical treatments are also causes for concern.	c4-train.00001-of-01024_parsed_xaa.conllu
UNK	False	False	UNK	Not Pronoun	Sing	Not Pronoun	28,000 or 45 per cent of lots	remain	remain	Plur	remain	ccomp	Statistics reveal that between the years 2000 and 2015, of the approximately 66,000, allocations, 28,000 or 45 per cent of lots remain unoccupied.	c4-train.00001-of-01024_parsed_xaa.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	existing series or fictional works	have	have	Plur	have	advcl:relcl	Through Mark Reads and Mark Watches, I’ve come to learn why existing series or fictional works have such passionate fan bases.	c4-train.00001-of-01024_parsed_xaa.conllu
SS	False	False	Sing	3	Sing	3	he or she	has	have	Sing	have	root	The more votes the local Tregaron councillor receives, he or she has a higher chance of entering into power.	c4-train.00001-of-01024_parsed_xaa.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	ASA or any other blood thinners	do	do	Plur	need	aux	ASA or any other blood thinners do not need to be stopped before the procedure.	c4-train.00001-of-01024_parsed_xaa.conllu
SP	False	False	Sing	Not Pronoun	Plur	1	“ Food Safety SouthWest ” or “ We ”	means	mean	Sing	mean	parataxis	If you are outside the UK, please note that the use of your data by Food Safety SouthWest is governed by EU and UK Data Protection Law. “Food Safety SouthWest” or “We” means Richard Chivers trading as Food Safety SouthWest and operating through the Website and any agent or employee of Food Safety SouthWest.	c4-train.00001-of-01024_parsed_xaa.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	Yearly BWX or cavity detecting x - rays	are	be	Plur	part	cop	Yearly BWX or cavity detecting x-rays are part of your examination.	c4-train.00001-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The bank or loan institution	holds	hold	Sing	hold	root	The bank or loan institution holds the title until the mortgage is paid in full.	c4-train.00001-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a person or group	keep	keep		keep	advcl	For a person or group to keep track of incoming work orders and not fall prey to these issues requires an effort of Brobdingnagian proportions in strategic thinking to deal effectively with the work orders requiring coordination, timetabling and possibly accounting across many departments (as mentioned above the actual demand this represents will vary depending on the company’s size and the amount of people dealing with sorting work orders, never the less errors are to occur from both those creating the requests and those processing them).	c4-train.00001-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the side chick or the side guy	knowing	know		know	conj	Secondly I decided to write this story because I am honestly sick and tired of affairs gone wrong and the side chick or the side guy just not knowing their place.	c4-train.00001-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Noahidism or Noachidism	is	be	Sing	branch	cop	Noahidism or Noachidism is a monotheistic branch of Judaism based on the Seven Laws of ...	c4-train.00001-of-01024_parsed_xaa.conllu
PS	False	False	Plur	Not Pronoun	Sing	Not Pronoun	Social Services ( or current equivalent )	has	have	Sing	have	root	Social Services (or current equivalent) has lead responsibility for investigating all allegations or suspicions of abuse where there are concerns about a vulnerable adult.	c4-train.00001-of-01024_parsed_xaa.conllu
PS	False	False	Plur	Not Pronoun	Sing	Not Pronoun	Children ’s Social Services ( or current equivalent )	has	have	Sing	have	root	Children’s Social Services (or current equivalent) has lead responsibility for investigating all allegations or suspicions of abuse where there are concerns about a child.	c4-train.00001-of-01024_parsed_xaa.conllu
SS	False	False	Sing	3	Sing	3	he or she	visits	visit	Sing	visit	acl:relcl	This means that a visitor may have a different IP address each time he or she visits an American Public Media Web site.	c4-train.00001-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the opposing side or jury	sees	see	Sing	see	acl:relcl	That's why it is so important to conduct yourself professionally and calmly in every situation in which the opposing side or jury sees you.	c4-train.00001-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Washington 's deadline , or " statute of limitations , " for filing personal injury claims	includes	include	Sing	include	root	Washington's deadline, or "statute of limitations," for filing personal injury claims includes lawsuits filed after a dog bite.	c4-train.00001-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	A light jacket or hoodie with a zip	is	be	Sing	place	cop	A light jacket or hoodie with a zip is a good place to start.	c4-train.00001-of-01024_parsed_xaa.conllu
SS	False	False	Sing	3	Sing	3	he or she	has	have	Sing	have	acl:relcl	The first factor to consider when looking for a suitable dental implant doctor is the experience he or she has.	c4-train.00001-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Volatility – or the tendency for share prices to fall without warning –	remains	remain	Sing	remain	root	Volatility – or the tendency for share prices to fall without warning – remains a worry.	c4-train.00001-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Appraisals or grading reports	list	list	Plur	list	root	Appraisals or grading reports generally list carat weight measured under these conditions as approximate weight.	c4-train.00001-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a man or woman	experiences	experience	Sing	experience	advcl	When a man or woman experiences severe emotional turmoil and is unable to cope with such feelings in a healthy manner, an unfortunate resolution for these individuals is to engage in dangerous self-harming behaviors.	c4-train.00001-of-01024_parsed_xaa.conllu
SS	False	False	Sing	3	Sing	3	he or she	is	be	Sing	experience	aux	Create a safety plan with your loved one so that he or she knows that someone can help him or her in the event he or she is experiencing urges to self-mutilate.	c4-train.00001-of-01024_parsed_xaa.conllu
SS	False	False	Sing	3	Sing	3	he or she	knows	know	Sing	know	advcl	Create a safety plan with your loved one so that he or she knows that someone can help him or her in the event he or she is experiencing urges to self-mutilate.	c4-train.00001-of-01024_parsed_xaa.conllu
SS	False	False	Sing	3	Sing	3	he or she	has	have	Sing	complete	aux	Lastly, you can consult with your loved one’s treatment provider to understand how you can help the person you care about once he or she has completed the therapeutic process.	c4-train.00001-of-01024_parsed_xaa.conllu
UNK	False	False	UNK	2	Sing	Not Pronoun	you or a loved one	is	be	Sing	need	cop	If you or a loved one is in need of specialized care that is geared towards helping people live happy, healthy lives, let our treatment center be your preferred provider of superior behavioral healthcare.	c4-train.00001-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your Pepper or Nao	presents	present	Sing	present	advcl:relcl	The Robot Content Manager allows you to manage and vary how and what your Pepper or Nao presents, without entering a new, and potentially costly, development cycle.	c4-train.00001-of-01024_parsed_xaa.conllu
SS	False	False	Sing	3	Sing	3	he or she	masters	master	Sing	master	advcl	The Division of Vocational Rehabilitation will provide the employer reimbursement for wages while the worker is learning the job with the goal of the employer hiring the person after he or she masters the job.	c4-train.00001-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	spam floods , or ridiculously large attachments ,	do	do	Plur	bring	aux	For example, e-mail traffic can be given a lower priority, and HTTP a higher priority, so that spam floods, or ridiculously large attachments, don't bring the whole works to a halt.	c4-train.00001-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	OPTIMIZED HOSTING for WordPress ( blogger ) or VPS HOSTING ( Standard ) on Bluehost	are	be	Plur	package	cop	OPTIMIZED HOSTING for WordPress (blogger) or VPS HOSTING (Standard) on Bluehost which are the great package for my growing website?	c4-train.00001-of-01024_parsed_xaa.conllu
UNK	False	False	Sing	Not Pronoun	UNK	Not Personal Pronoun	Every argument about what went wrong , or what needs to change	comes	come	Sing	come	root	Every argument about what went wrong, or what needs to change ultimately comes back one point: the mainstream media.	c4-train.00001-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	PDR or Paintless Dent Repair	works	work	Sing	work	ccomp	Most companies agree that PDR or Paintless Dent Repair works wonders especially for small dents.	c4-train.00001-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Shark Point , or the Cape St Francis Point ,	is	be	Sing	point	cop	Shark Point, or the Cape St Francis Point, is the point between St Francis Bay and Cape St Francis Bay.	c4-train.00001-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	its affiliates or other third party licensors	holds	hold	Sing	hold	root	www.jukaso.co.in its affiliates or other third party licensors holds the copyrights and trademarks .	c4-train.00001-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the claim or cause of action	arises	arise	Sing	arise	advcl	Any cause of action or claim you may have with respect to the Service must be commenced within one (1) year after the claim or cause of action arises or such claim or cause of action is barred.	c4-train.00001-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	bare bones that have no meat , or , also worse , carcass bones that have actually currently been cooked and stripped of their meat ,	have	have	Plur	have	ccomp	See, bare bones that have no meat, or, also worse, carcass bones that have actually currently been cooked and stripped of their meat, have practically zero flavor on their own.	c4-train.00001-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Internet Censorship or internet filtering	is	be	Sing	what	cop	What is Internet Censorship or internet filtering?	c4-train.00001-of-01024_parsed_xaa.conllu
UNK	False	False	Plur	Not Pronoun	UNK	Not Pronoun	10 months or more	go	go		go	advcl	What do you think his list is looking like today with 10 months or more to go?	c4-train.00001-of-01024_parsed_xaa.conllu
UNK	False	False	Plur	Not Pronoun	UNK	Not Pronoun	fifty meters or so of it	passing	pass		pass	advcl	It’s in the furthest northern end of the island, with fifty meters or so of it passing through an area prone to flooding.	c4-train.00001-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	past volunteering or work for environmental organizations	are	be	Plur	bonus	cop	They often take into consideration level of fitness (with volunteer ranger positions often requiring a high level of fitness), education (favoring those who are educated in or study relevant topics), employment history (past volunteering or work for environmental organizations are often a bonus), skills (for example: do you know how to use monitoring equipment?) and future plans (it’s sometimes a bonus to see the volunteering more as a stepping stone than a once in a lifetime interesting experience).	c4-train.00001-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a community college or technical school near you	has	have	Sing	have	csubj	It’s likely that a community college or technical school near you has a training course.	c4-train.00001-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	All further older children or adults	stay	stay	Plur	stay	root	All further older children or adults stay free of charge when using existing beds.	c4-train.00001-of-01024_parsed_xaa.conllu
UNK	False	False	UNK	2	Sing	Not Personal Pronoun	you or someone on your policy	causes	cause	Sing	cause	advcl	Accident release helps you avoid a rate deposit after you or someone on your policy causes a crash.	c4-train.00001-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	An eating disorder not otherwise specified or “ EDNOS ”	is	be	Sing	way	cop	An eating disorder not otherwise specified or “EDNOS” is another way of saying the eating disorder you have doesn’t fit the criteria or check all the boxes.	c4-train.00001-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a family or a friend	does	do	Sing	do	aux	So what does a family or a friend do in a desperate situation such as this?	c4-train.00001-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your son or daughter	feels	feel	Sing	feel	acl:relcl	They are just samples of what my every day lifestyle was as an overweight kid, I am not attempting to scare you and i am not stating this is the way your son or daughter feels either.	c4-train.00001-of-01024_parsed_xaa.conllu
SS	False	False	Sing	3	Sing	3	he or she	believes	believe	Sing	believe	acl:relcl	Management all patients with whom he or she likely believes that successful resolution of symptoms is unknown.	c4-train.00001-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Gignomai , or knowing ,	is	be	Sing	happen	cop	Gignomai, or knowing, in this sense, is a happening, a becoming.	c4-train.00001-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Personal Pronoun	my motherboard or something	is	be	Sing	malfunction	aux	Apparently my motherboard or something is malfunctioning.	c4-train.00001-of-01024_parsed_xaa.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	PowerIQ or similar - sounding names	tell	tell	Plur	tell	root	PowerIQ or similar-sounding names tell you that the charger can recognise the type of device you’ve connected so that it can deliver the optimum amount of power.	c4-train.00001-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Red Oil or Szechuan Chili oil	is	be	Sing	oil	cop	Red Oil or Szechuan Chili oil is a fragrant spice infused oil that brings the party to most any savory dishes.	c4-train.00001-of-01024_parsed_xaa.conllu
PS	False	False	Plur	Not Pronoun	Sing	Not Pronoun	plunging Style Sheets or CSS	is	be	Sing	language	cop	When developing an internet website, plunging Style Sheets or CSS is a computer system language that could be utilized in combination with HTML to increase on the layout opportunities.	c4-train.00001-of-01024_parsed_xaa.conllu
SS	False	False	Sing	3	Sing	3	he or she	takes	take	Sing	take	advcl	In the event that a student receives less than a “C” when he or she initially takes a Professional Responsibility course, then he or she must take a Professional Responsibility course again and successfully complete it.	c4-train.00001-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	fight - or - flight	activates	activate	Sing	activate	root	When you’re panicked, fight-or-flight activates and rational thought takes a back seat.	c4-train.00001-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Internet telephony — also called Voiceover - Internet - Protocol ( VoIP ) , or Internet Protocol ( IP ) Telephony —	is	be	Sing	start	aux	Internet telephony—also called Voiceover- Internet-Protocol (VoIP), or Internet Protocol (IP) Telephony—is starting to take off as businesses resume technology spending and vendors roll out products and services that provide quantifiable business benefits.	c4-train.00001-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	consumers ( or self - proclaimed food connoisseurs )	are	be	Plur	look	aux	New culinary buzzwords now crop up annually along with ever changing trends and with the popularity of programs such as MasterChef Australia and the Great Australian Bake Off, consumers (or self-proclaimed food connoisseurs) are looking for food that’s a little more extraordinary.	c4-train.00001-of-01024_parsed_xaa.conllu
UNK	False	False	UNK	2	Sing	Not Pronoun	you or a family member	needs	need	Sing	need	advcl	If you or a family member needs additional information on how and where to access help, please know that we are here for you.	c4-train.00001-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	A handful of nuts , or about 1 ounce ,	is	be	Sing	serving	cop	A handful of nuts, or about 1 ounce, is a serving.	c4-train.00001-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	prior warnings or sanctions	have	have	Plur	prove	aux	(b) The panel may dismiss a claim, defense or proceeding with prejudice in accordance with Rule 12212(c) for intentional and material failure to comply with a discovery order of the panel if prior warnings or sanctions have proven ineffective.	c4-train.00001-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a FINRA arbitration panel or sole arbitrator	awards	award	Sing	award	csubj	It's not every day that a FINRA arbitration panel or sole arbitrator awards damages against a public customer Claimant.	c4-train.00001-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Every study or article I see	says	say	Sing	say	root	Every study or article I see says the same.	c4-train.00001-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	high - end phones or phones with big ram	have	have	Plur	have	csubj	It’s a common thing that high-end phones or phones with big ram have the best gaming experience, we would advise you update your iPhone, Android and tablet to the latest version of iOS or Android before downloading the game.	c4-train.00001-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Swimming freestyle or butterfly	are	be	Plur	exercise	cop	Swimming freestyle or butterfly are great exercises.	c4-train.00001-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a honey gatherer , or even an apiologist ,	is	be	Sing	part	cop	Remember, a honey gatherer, or even an apiologist, is part of the system — just as lobbyists, rentseekers, and pundits are part of the political system.	c4-train.00001-of-01024_parsed_xaa.conllu
SS	False	False	Sing	3	Sing	3	he or she	enters	enter	Sing	enter	advcl	For those customers already shopping abroad, LV would benefit from sharing customer data across regions so that a VIP shopper in Europe is recognized when he or she enters a local LV store in China.	c4-train.00001-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your business or non-profit organization	Is	be	Sing	stage	cop	Is your business or non-profit organization in its infant stages of online marketing?	c4-train.00001-of-01024_parsed_xaa.conllu
